County,CTY_SUB,AV0AA1970,AV0AA1980,AV0AA1990,AV0AA2000,AV0AA2010,AV0AA2020
Washington County,Logan township,171,168,143,109,104,108
Washington County,Lowe township,132,120,86,76,61,49
Washington County,Mill Creek township,397,333,292,274,228,178
Washington County,Sheridan township,186,160,121,119,101,92
Washington County,Sherman township,382,342,276,249,234,249
Washington County,Strawberry township,230,227,160,130,126,142
Washington County,Union township,208,192,142,161,104,65
Washington County,Washington city,1584,1488,1304,1223,1131,1071
Washington County,Washington township,255,246,203,218,181,172
Wichita County,Beaver Township,280,,,,,
Wichita County,Edwards Township,366,,,,,
Wichita County,Leoti township,2360,3041,2758,2531,2234,2152
Wichita County,Whitewoman Township,268,,,,,
Wilson County,Cedar township,717,862,704,701,613,569
Wilson County,Center township,649,684,634,618,505,527
Wilson County,Chetopa township,238,230,201,188,162,157
Wilson County,Clifton township,468,541,455,414,364,323
Wilson County,Colfax township,402,525,442,452,403,389
Wilson County,Duck Creek township,126,131,109,103,87,76
Wilson County,Fall River township,384,392,372,398,359,328
Wilson County,Fredonia city,3080,3047,2599,2600,2482,2151
Wilson County,Guilford township,218,236,191,205,168,189
Wilson County,Neodesha city,3295,3414,2837,2848,2486,2275
Wilson County,Neodesha township,587,700,599,583,563,598
Wilson County,Newark township,218,235,228,226,271,234
Wilson County,Pleasant Valley township,216,243,182,201,219,178
Wilson County,Prairie township,162,113,134,118,130,102
Wilson County,Talleyrand township,243,273,216,232,227,206
Wilson County,Verdigris township,256,427,331,394,322,278
Wilson County,Webster township,58,75,55,51,48,44
Woodson County,Belmont township,124,135,,,,
Woodson County,Center township,391,309,647,594,527,591
Woodson County,Eminence township,158,149,,,,
Woodson County,Everett township,178,174,,,,
Woodson County,Liberty township,223,205,210,200,176,152
Woodson County,Neosho Falls township,490,365,549,537,457,430
Woodson County,North township,117,123,93,71,61,60
Woodson County,Owl Creek township,258,253,,,,
Woodson County,Perry township,150,147,143,103,104,74
Woodson County,Toronto township,733,742,659,684,567,456
Woodson County,Yates Center city,1967,1998,1815,1599,1417,1352
Wyandotte County,Bonner Springs city,3662,6266,6410,6767,7308,7831
Wyandotte County,Delaware township,4391,153,166,4200,31,37
Wyandotte County,Edwardsville city,,3364,3979,,4340,4717
Wyandotte County,Kansas City city,168213,161087,149767,146866,145786,156607
Wyandotte County,Lake Quivira city,,58,40,49,40,53
Wyandotte County,Prairie township,1934,1346,1631,,,
Wyandotte County,Quindaro Township,1924,,,,,
Wyandotte County,Shawnee township,1810,61,,,,
Wyandotte County,Wyandotte Township,4911,,,,,
