,,,,County,,,CTY_SUB,CTY_SUBA,NAME1970,NAME1980,NAME1990,NAME2000,NAME2010,NAME2020,AV0AA1970,AV0AA1980,AV0AA1990,AV0AA2000,AV0AA2010,AV0AA2020,D15AA1970,D15AA1980,D15AA1990,D15AA2000,D15AA2010,D15AA2020,D15AB1970,D15AB1980,D15AB1990,D15AB2000,D15AB2010,D15AB2020
,Kansas,20,200,Reno County,155,1550,Sumner township,69200,Sumner Township,SUMNER TOWNSHIP,Sumner township,Sumner township,Sumner township,Sumner township,368,397,469,547,654,644,0,0,0,0,0,0,368,397,469,547,654,644
,Kansas,20,200,Reno County,155,1550,Sylvia township,69825,Sylvia Township,SYLVIA TOWNSHIP,Sylvia township,Sylvia township,Sylvia township,Sylvia township,538,481,396,393,311,291,0,0,0,0,0,0,538,481,396,393,311,291
,Kansas,20,200,Reno County,155,1550,Troy township,71600,Troy Township,TROY TOWNSHIP,Troy township,Troy township,Troy township,Troy township,137,140,104,112,124,148,0,0,0,0,0,0,137,140,104,112,124,148
,Kansas,20,200,Reno County,155,1550,Valley township,73075,Valley Township,VALLEY TOWNSHIP,Valley township,Valley township,Valley township,Valley township,553,878,866,887,847,835,0,0,0,0,0,0,553,878,866,887,847,835
,Kansas,20,200,Reno County,155,1550,Walnut township,75100,Walnut Township,WALNUT TOWNSHIP,Walnut township,Walnut township,Walnut township,Walnut township,195,138,115,114,103,103,0,0,0,0,0,0,195,138,115,114,103,103
,Kansas,20,200,Reno County,155,1550,Westminster township,77175,Westminster Township,WESTMINSTER TOWNSHIP,Westminster township,Westminster township,Westminster township,Westminster township,270,246,267,243,196,177,0,0,0,0,0,0,270,246,267,243,196,177
,Kansas,20,200,Reno County,155,1550,Yoder township,80775,Yoder Township,YODER TOWNSHIP,Yoder township,Yoder township,Yoder township,Yoder township,619,742,758,742,798,815,0,0,0,0,0,0,619,742,758,742,798,815
,Kansas,20,200,Republic County,157,1570,Albion township,900,Albion Township,ALBION TOWNSHIP,Albion township,Albion township,Albion township,Albion township,283,256,205,174,142,130,0,0,0,0,0,0,283,256,205,174,142,130
,Kansas,20,200,Republic County,157,1570,Beaver township,5150,Beaver Township,BEAVER TOWNSHIP,Beaver township,Beaver township,Beaver township,Beaver township,172,149,127,137,94,95,0,0,0,0,0,0,172,149,127,137,94,95
,Kansas,20,200,Republic County,157,1570,Belleville city,5600,Belleville City,BELLEVILLE CITY,Belleville city,Belleville city,Belleville city,Belleville city,3063,2805,2517,2239,1991,2007,3063,2805,2517,0,0,0,0,0,0,2239,1991,2007
,Kansas,20,200,Republic County,157,1570,Belleville township,5625,Belleville Township,BELLEVILLE TOWNSHIP,Belleville township,Belleville township,Belleville township,Belleville township,260,254,263,231,236,188,0,0,0,0,0,0,260,254,263,231,236,188
,Kansas,20,200,Republic County,157,1570,Big Bend township,6550,Big Bend Township,BIG BEND TOWNSHIP,Big Bend township,Big Bend township,Big Bend township,Big Bend township,397,371,278,242,177,125,0,0,0,0,0,0,397,371,278,242,177,125
,Kansas,20,200,Republic County,157,1570,Courtland township,16050,Courtland Township,COURTLAND TOWNSHIP,Courtland township,Courtland township,Courtland township,Courtland township,616,573,487,450,395,388,0,0,0,0,0,0,616,573,487,450,395,388
,Kansas,20,200,Republic County,157,1570,Elk Creek township,20275,Elk Creek Township,ELK CREEK TOWNSHIP,Elk Creek township,Elk Creek township,Elk Creek township,Elk Creek township,278,234,198,175,136,111,0,0,0,0,0,0,278,234,198,175,136,111
,Kansas,20,200,Republic County,157,1570,Fairview township,22575,Fairview Township,FAIRVIEW TOWNSHIP,Fairview township,Fairview township,Fairview township,Fairview township,221,193,176,155,134,113,0,0,0,0,0,0,221,193,176,155,134,113
,Kansas,20,200,Republic County,157,1570,Farmington township,23200,Farmington Township,FARMINGTON TOWNSHIP,Farmington township,Farmington township,Farmington township,Farmington township,179,147,108,81,61,58,0,0,0,0,0,0,179,147,108,81,61,58
,Kansas,20,200,Republic County,157,1570,Freedom township,24675,Freedom Township,FREEDOM TOWNSHIP,Freedom township,Freedom township,Freedom township,Freedom township,232,250,189,186,167,136,0,0,0,0,0,0,232,250,189,186,167,136
,Kansas,20,200,Republic County,157,1570,Grant township,28050,Grant Township,GRANT TOWNSHIP,Grant township,Grant township,Grant township,Grant township,155,127,110,77,71,51,0,0,0,0,0,0,155,127,110,77,71,51
,Kansas,20,200,Republic County,157,1570,Jefferson township,35325,Jefferson Township,JEFFERSON TOWNSHIP,Jefferson township,Jefferson township,Jefferson township,Jefferson township,175,186,139,107,106,83,0,0,0,0,0,0,175,186,139,107,106,83
,Kansas,20,200,Republic County,157,1570,Liberty township,40325,Liberty Township,LIBERTY TOWNSHIP,Liberty township,Liberty township,Liberty township,Liberty township,140,98,84,52,45,39,0,0,0,0,0,0,140,98,84,52,45,39
,Kansas,20,200,Republic County,157,1570,Lincoln township,41075,Lincoln Township,LINCOLN TOWNSHIP,Lincoln township,Lincoln township,Lincoln township,Lincoln township,155,147,125,103,98,106,0,0,0,0,0,0,155,147,125,103,98,106
,Kansas,20,200,Republic County,157,1570,Norway township,51575,Norway Township,NORWAY TOWNSHIP,Norway township,Norway township,Norway township,Norway township,271,209,160,163,143,117,0,0,0,0,0,0,271,209,160,163,143,117
,Kansas,20,200,Republic County,157,1570,Richland township,59575,Richland Township,RICHLAND TOWNSHIP,Richland township,Richland township,Richland township,Richland township,508,416,342,318,231,218,0,0,0,0,0,0,508,416,342,318,231,218
,Kansas,20,200,Republic County,157,1570,Rose Creek township,61200,Rose Creek Township,ROSE CREEK TOWNSHIP,Rose Creek township,Rose Creek township,Rose Creek township,Rose Creek township,188,197,179,170,108,118,0,0,0,0,0,0,188,197,179,170,108,118
,Kansas,20,200,Republic County,157,1570,Scandia township,63375,Scandia Township,SCANDIA TOWNSHIP,Scandia township,Scandia township,Scandia township,Scandia township,726,612,537,541,468,426,0,0,0,0,0,0,726,612,537,541,468,426
,Kansas,20,200,Republic County,157,1570,Union township,72300,Union Township,UNION TOWNSHIP,Union township,Union township,Union township,Union township,102,80,84,51,33,41,0,0,0,0,0,0,102,80,84,51,33,41
,Kansas,20,200,Republic County,157,1570,Washington township,75700,Washington Township,WASHINGTON TOWNSHIP,Washington township,Washington township,Washington township,Washington township,185,130,95,95,75,74,0,0,0,0,0,0,185,130,95,95,75,74
,Kansas,20,200,Republic County,157,1570,White Rock township,77975,White Rock Township,WHITE ROCK TOWNSHIP,White Rock township,White Rock township,White Rock township,White Rock township,192,135,79,88,69,50,0,0,0,0,0,0,192,135,79,88,69,50
,Kansas,20,200,Rice County,159,1590,Atlanta township,3075,Atlanta Township,ATLANTA TOWNSHIP,Atlanta township,Atlanta township,Atlanta township,Atlanta township,258,258,181,233,134,125,0,0,0,0,0,0,258,258,181,233,134,125
,Kansas,20,200,Rice County,159,1590,Bell township,5375,Bell Township,BELL TOWNSHIP,Bell township,Bell township,Bell township,Bell township,39,43,27,18,10,10,0,0,0,0,0,0,39,43,27,18,10,10
,Kansas,20,200,Rice County,159,1590,Center township,12075,Center Township,CENTER TOWNSHIP,Center township,Center township,Center township,Center township,175,148,126,136,131,107,0,0,0,0,0,0,175,148,126,136,131,107
,Kansas,20,200,Rice County,159,1590,East Washington township,19725,East Washington Township,EAST WASHINGTON TOWNSHIP,East Washington township,East Washington township,East Washington township,East Washington township,79,107,139,179,152,138,0,0,0,0,0,0,79,107,139,179,152,138
,Kansas,20,200,Rice County,159,1590,Eureka township,21900,Eureka Township,EUREKA TOWNSHIP,Eureka township,Eureka township,Eureka township,Eureka township,147,93,81,65,52,31,0,0,0,0,0,0,147,93,81,65,52,31
,Kansas,20,200,Rice County,159,1590,Farmer township,23100,Farmer Township,FARMER TOWNSHIP,Farmer township,Farmer township,Farmer township,Farmer township,586,544,480,441,389,312,0,0,0,0,0,0,586,544,480,441,389,312
,Kansas,20,200,Rice County,159,1590,Galt township,25175,Galt Township,GALT TOWNSHIP,Galt township,Galt township,Galt township,Galt township,113,74,73,51,71,81,0,0,0,0,0,0,113,74,73,51,71,81
,Kansas,20,200,Rice County,159,1590,Harrison township,30425,Harrison Township,HARRISON TOWNSHIP,Harrison township,Harrison township,Harrison township,Harrison township,232,214,230,192,171,142,0,0,0,0,2,0,232,214,230,192,169,142
,Kansas,20,200,Rice County,159,1590,Lincoln township,41100,Lincoln Township,LINCOLN TOWNSHIP,Lincoln township,Lincoln township,Lincoln township,Lincoln township,956,881,669,577,563,450,0,0,0,0,0,0,956,881,669,577,563,450
,Kansas,20,200,Rice County,159,1590,Lyons city,43525,Lyons City,LYONS CITY,Lyons city,Lyons city,Lyons city,Lyons city,4355,4152,3688,3732,3739,3611,4355,4152,3688,3642,3650,0,0,0,0,90,89,3611
,Kansas,20,200,Rice County,159,1590,Mitchell township,47525,Mitchell Township,MITCHELL TOWNSHIP,Mitchell township,Mitchell township,Mitchell township,Mitchell township,163,170,127,131,125,118,0,0,0,0,0,0,163,170,127,131,125,118
,Kansas,20,200,Rice County,159,1590,Odessa township,52150,Odessa Township,ODESSA TOWNSHIP,Odessa township,Odessa township,Odessa township,Odessa township,89,76,64,55,59,59,0,0,0,0,0,0,89,76,64,55,59,59
,Kansas,20,200,Rice County,159,1590,Pioneer township,55925,Pioneer Township,PIONEER TOWNSHIP,Pioneer township,Pioneer township,Pioneer township,Pioneer township,137,107,103,101,72,84,0,0,0,0,0,0,137,107,103,101,72,84
,Kansas,20,200,Rice County,159,1590,Raymond township,58575,Raymond Township,RAYMOND TOWNSHIP,Raymond township,Raymond township,Raymond township,Raymond township,259,237,227,185,153,169,0,0,0,0,0,0,259,237,227,185,153,169
,Kansas,20,200,Rice County,159,1590,Rockville township,60725,Rockville Township,ROCKVILLE TOWNSHIP,Rockville township,Rockville township,Rockville township,Rockville township,154,144,141,134,144,112,0,0,0,0,0,0,154,144,141,134,144,112
,Kansas,20,200,Rice County,159,1590,Sterling city,68200,Sterling City,STERLING CITY,Sterling city,Sterling city,Sterling city,Sterling city,2312,2312,2115,2642,2328,2248,0,0,0,2519,0,0,2312,2312,2115,123,2328,2248
,Kansas,20,200,Rice County,159,1590,Sterling township,68225,Sterling Township,STERLING TOWNSHIP,Sterling township,Sterling township,Sterling township,Sterling township,284,351,370,223,221,201,0,0,0,0,0,0,284,351,370,223,221,201
,Kansas,20,200,Rice County,159,1590,Union township,72325,Union Township,UNION TOWNSHIP,Union township,Union township,Union township,Union township,674,774,704,741,738,661,0,0,0,0,0,0,674,774,704,741,738,661
,Kansas,20,200,Rice County,159,1590,Valley township,73100,Valley Township,VALLEY TOWNSHIP,Valley township,Valley township,Valley township,Valley township,363,311,278,276,249,208,0,0,0,0,0,0,363,311,278,276,249,208
,Kansas,20,200,Rice County,159,1590,Victoria township,73825,Victoria Township,VICTORIA TOWNSHIP,Victoria township,Victoria township,Victoria township,Victoria township,587,614,488,364,345,333,0,0,0,0,0,0,587,614,488,364,345,333
,Kansas,20,200,Rice County,159,1590,West Washington township,77425,West Washington Township,WEST WASHINGTON TOWNSHIP,West Washington township,West Washington township,West Washington township,West Washington township,188,153,142,138,125,118,0,0,0,0,0,0,188,153,142,138,125,118
,Kansas,20,200,Rice County,159,1590,Wilson township,79775,Wilson Township,WILSON TOWNSHIP,Wilson township,Wilson township,Wilson township,Wilson township,170,137,157,147,112,109,0,0,0,0,0,0,170,137,157,147,112,109
,Kansas,20,200,Riley County,161,1610,Ashland township,2725,Ashland Township,ASHLAND TOWNSHIP,Ashland township,Ashland township,Ashland township,Ashland township,136,171,166,150,139,147,0,0,0,0,0,0,136,171,166,150,139,147
,Kansas,20,200,Riley County,161,1610,Bala township,3825,Bala Township,BALA TOWNSHIP,Bala township,Bala township,Bala township,Bala township,793,762,751,762,735,740,0,0,0,0,0,0,793,762,751,762,735,740
,Kansas,20,200,Riley County,161,1610,Center township,12100,Center Township,CENTER TOWNSHIP,Center township,Center township,Center township,Center township,141,102,88,81,75,81,0,0,0,0,0,0,141,102,88,81,75,81
,Kansas,20,200,Riley County,161,1610,Fancy Creek township,22950,Fancy Creek Township,FANCY CREEK TOWNSHIP,Fancy Creek township,Fancy Creek township,Fancy Creek township,Fancy Creek township,153,126,132,126,116,76,0,0,0,0,0,0,153,126,132,126,116,76
,Kansas,20,200,Riley County,161,1610,Fort Riley township,22,,FORT RILEY TOWNSHIP,,,,,,15192,,,,,,14430,,,,,,762,,,,
,Kansas,20,200,Riley County,161,1610,Grant township,28075,Grant Township,GRANT TOWNSHIP,Grant township,Grant township,Grant township,Grant township,338,675,801,833,973,870,0,0,0,0,0,0,338,675,801,833,973,870
,Kansas,20,200,Riley County,161,1610,Jackson township,34900,Jackson Township,JACKSON TOWNSHIP,Jackson township,Jackson township,Jackson township,Jackson township,207,256,248,326,330,273,0,0,0,0,0,0,207,256,248,326,330,273
,Kansas,20,200,Riley County,161,1610,Madison township,44125,Madison Township,MADISON TOWNSHIP,Madison township,Madison township,Madison township,Madison township,916,991,14444,8173,9606,9432,0,0,12165,6963,8436,8254,916,991,2279,1210,1170,1178
,Kansas,20,200,Riley County,161,1610,Manhattan city,44250,Manhattan City (Part),MANHATTAN CITY,Manhattan city,Manhattan city,Manhattan city,Manhattan city,26897,32482,37569,44828,52135,54100,26897,32482,37569,44780,51707,53990,0,0,0,48,428,110
,Kansas,20,200,Riley County,161,1610,Manhattan township,44275,Manhattan Township,MANHATTAN TOWNSHIP,Manhattan township,Manhattan township,Manhattan township,Manhattan township,8715,8924,9191,3275,2444,2190,0,0,0,1891,1060,780,8715,8924,9191,1384,1384,1410
,Kansas,20,200,Riley County,161,1610,May Day township,45225,May Day Township,MAY DAY TOWNSHIP,May Day township,May Day township,May Day township,May Day township,146,125,95,78,83,86,0,0,0,0,0,0,146,125,95,78,83,86
,Kansas,20,200,Riley County,161,1610,Ogden township,52300,Ogden Township,OGDEN TOWNSHIP,Ogden township,Ogden township,Ogden township,Ogden township,17168,2178,2057,2423,2519,2029,15399,0,0,0,66,1844,1769,2178,2057,2423,2453,185
,Kansas,20,200,Riley County,161,1610,Sherman township,65075,Sherman Township,SHERMAN TOWNSHIP,Sherman township,Sherman township,Sherman township,Sherman township,234,390,391,524,579,585,0,0,0,0,0,0,234,390,391,524,579,585
,Kansas,20,200,Riley County,161,1610,Swede Creek township,69650,Swede Creek Township,SWEDE CREEK TOWNSHIP,Swede Creek township,Swede Creek township,Swede Creek township,Swede Creek township,199,176,177,157,155,204,0,0,0,0,0,0,199,176,177,157,155,204
,Kansas,20,200,Riley County,161,1610,Wildcat township,79175,Wild Cat Township,WILD CAT TOWNSHIP,Wild Cat township,Wildcat township,Wildcat township,Wildcat township,397,647,677,750,885,786,0,0,0,0,0,4,397,647,677,750,885,782
,Kansas,20,200,Riley County,161,1610,Zeandale township,80900,Zeandale Township,ZEANDALE TOWNSHIP,Zeandale township,Zeandale township,Zeandale township,Zeandale township,348,308,352,357,341,360,0,0,0,0,0,0,348,308,352,357,341,360
,Kansas,20,200,Rooks County,163,1630,Alcona Township,5,Alcona Township,,,,,,65,,,,,,0,,,,,,65,,,,,
,Kansas,20,200,Rooks County,163,1630,Ash Rock Township,10,Ash Rock Township,,,,,,87,,,,,,0,,,,,,87,,,,,
,Kansas,20,200,Rooks County,163,1630,Belmont Township,15,Belmont Township,,,,,,66,,,,,,0,,,,,,66,,,,,
,Kansas,20,200,Rooks County,163,1630,Bow Creek Township,20,Bow Creek Township,,,,,,40,,,,,,0,,,,,,40,,,,,
,Kansas,20,200,Rooks County,163,1630,Corning Township,25,Corning Township,,,,,,51,,,,,,0,,,,,,51,,,,,
,Kansas,20,200,Rooks County,163,1630,Fairview Township,30,Fairview Township,,,,,,76,,,,,,0,,,,,,76,,,,,
,Kansas,20,200,Rooks County,163,1630,Farmington Township,35,Farmington Township,,,,,,63,,,,,,0,,,,,,63,,,,,
,Kansas,20,200,Rooks County,163,1630,Greenfield Township,40,Greenfield Township,,,,,,62,,,,,,0,,,,,,62,,,,,
,Kansas,20,200,Rooks County,163,1630,Hobart Township,45,Hobart Township,,,,,,44,,,,,,0,,,,,,44,,,,,
,Kansas,20,200,Rooks County,163,1630,Iowa Township,50,Iowa Township,,,,,,321,,,,,,0,,,,,,321,,,,,
,Kansas,20,200,Rooks County,163,1630,Lanark Township,55,Lanark Township,,,,,,66,,,,,,0,,,,,,66,,,,,
,Kansas,20,200,Rooks County,163,1630,Logan Township,60,Logan Township,,,,,,267,,,,,,0,,,,,,267,,,,,
,Kansas,20,200,Rooks County,163,1630,Lowell Township,65,Lowell Township,,,,,,312,,,,,,0,,,,,,312,,,,,
,Kansas,20,200,Rooks County,163,1630,Medicine Township,70,Medicine Township,,,,,,64,,,,,,0,,,,,,64,,,,,
,Kansas,20,200,Rooks County,163,1630,Northampton Township,75,Northampton Township,,,,,,512,,,,,,0,,,,,,512,,,,,
,Kansas,20,200,Rooks County,163,1630,Paradise Township,80,Paradise Township,,,,,,235,,,,,,0,,,,,,235,,,,,
,Kansas,20,200,Rooks County,163,1630,Plainville Township,85,Plainville Township,,,,,,2968,,,,,,2627,,,,,,341,,,,,
,Kansas,20,200,Rooks County,163,1630,Richland Township,90,Richland Township,,,,,,317,,,,,,0,,,,,,317,,,,,
,Kansas,20,200,Rooks County,163,1630,Rush Township,95,Rush Township,,,,,,70,,,,,,0,,,,,,70,,,,,
,Kansas,20,200,Rooks County,163,1630,Stockton Township,100,Stockton Township,,,,,,1725,,,,,,0,,,,,,1725,,,,,
,Kansas,20,200,Rooks County,163,1630,Sugar Loaf Township,105,Sugar Loaf Township,,,,,,67,,,,,,0,,,,,,67,,,,,
,Kansas,20,200,Rooks County,163,1630,Township 1,71203,,TOWNSHIP NO. 1,Township No. 1,Township No. 1,Township 1,Township 1,,371,317,280,242,196,,0,0,0,0,0,,371,317,280,242,196
,Kansas,20,200,Rooks County,163,1630,Township 10,71243,,TOWNSHIP NO. 10,Township No. 10,Township No. 10,Township 10,Township 10,,335,263,197,176,173,,0,0,0,0,0,,335,263,197,176,173
,Kansas,20,200,Rooks County,163,1630,Township 11,71246,,TOWNSHIP NO. 11,Township No. 11,Township No. 11,Township 11,Township 11,,2855,2499,2380,2277,2063,,0,0,0,0,0,,2855,2499,2380,2277,2063
,Kansas,20,200,Rooks County,163,1630,Township 12,71249,,TOWNSHIP NO. 12,Township No. 12,Township No. 12,Township 12,Township 12,,228,160,183,154,142,,0,0,0,0,0,,228,160,183,154,142
,Kansas,20,200,Rooks County,163,1630,Township 2,71207,,TOWNSHIP NO. 2,Township No. 2,Township No. 2,Township 2,Township 2,,470,500,382,379,360,,0,0,0,0,0,,470,500,382,379,360
,Kansas,20,200,Rooks County,163,1630,Township 3,71211,,TOWNSHIP NO. 3,Township No. 3,Township No. 3,Township 3,Township 3,,1711,1432,1489,1212,1360,,0,0,0,0,0,,1711,1432,1489,1212,1360
,Kansas,20,200,Rooks County,163,1630,Township 4,71215,,TOWNSHIP NO. 4,Township No. 4,Township No. 4,Township 4,Township 4,,43,46,27,33,11,,0,0,0,0,0,,43,46,27,33,11
,Kansas,20,200,Rooks County,163,1630,Township 5,71219,,TOWNSHIP NO. 5,Township No. 5,Township No. 5,Township 5,Township 5,,138,104,74,59,64,,0,0,0,0,0,,138,104,74,59,64
,Kansas,20,200,Rooks County,163,1630,Township 6,71224,,TOWNSHIP NO. 6,Township No. 6,Township No. 6,Township 6,Township 6,,86,65,60,75,86,,0,0,0,0,0,,86,65,60,75,86
,Kansas,20,200,Rooks County,163,1630,Township 7,71229,,TOWNSHIP NO. 7,Township No. 7,Township No. 7,Township 7,Township 7,,269,214,218,185,154,,0,0,0,0,0,,269,214,218,185,154
,Kansas,20,200,Rooks County,163,1630,Township 8,71234,,TOWNSHIP NO. 8,Township No. 8,Township No. 8,Township 8,Township 8,,424,384,344,341,265,,0,0,0,0,0,,424,384,344,341,265
,Kansas,20,200,Rooks County,163,1630,Township 9,71239,,TOWNSHIP NO. 9,Township No. 9,Township No. 9,Township 9,Township 9,,76,55,51,48,45,,0,0,0,0,0,,76,55,51,48,45
,Kansas,20,200,Rooks County,163,1630,Twin Mound Township,110,Twin Mound Township,,,,,,85,,,,,,0,,,,,,85,,,,,
,Kansas,20,200,Rooks County,163,1630,Walton Township,115,Walton Township,,,,,,65,,,,,,0,,,,,,65,,,,,
,Kansas,20,200,Rush County,165,1650,Alexander Township,5,Alexander Township,,,,,,72,,,,,,0,,,,,,72,,,,,
,Kansas,20,200,Rush County,165,1650,Alexander-Belle Prairie township,1087,,ALEXANDER-BELLE PRAIRIE TOWNSHIP,Alexander-Belle Prairie township,Alexander-Belle Prairie township,Alexander-Belle Prairie township,Alexander-Belle Prairie township,,210,150,139,116,76,,0,0,0,0,0,,210,150,139,116,76
,Kansas,20,200,Rush County,165,1650,Banner township,4075,Banner Township,BANNER TOWNSHIP,Banner township,Banner township,Banner township,Banner township,321,242,185,191,157,109,0,0,0,0,0,0,321,242,185,191,157,109
,Kansas,20,200,Rush County,165,1650,Belle Prairie Township,15,Belle Prairie Township,,,,,,208,,,,,,0,,,,,,208,,,,,
,Kansas,20,200,Rush County,165,1650,Big Timber township,6775,Big Timber Township,BIG TIMBER TOWNSHIP,Big Timber township,Big Timber township,Big Timber township,Big Timber township,283,234,168,164,152,138,0,0,0,0,0,0,283,234,168,164,152,138
,Kansas,20,200,Rush County,165,1650,Brookdale Township,25,Brookdale Township,,,,,,53,,,,,,0,,,,,,53,,,,,
,Kansas,20,200,Rush County,165,1650,Center township,12125,Center Township,CENTER TOWNSHIP,Center township,Center township,Center township,Center township,387,336,275,256,246,204,0,0,0,0,0,0,387,336,275,256,246,204
,Kansas,20,200,Rush County,165,1650,Fairview Township,35,Fairview Township,,,,,,60,,,,,,0,,,,,,60,,,,,
,Kansas,20,200,Rush County,165,1650,Garfield township,25800,Garfield Township,GARFIELD TOWNSHIP,Garfield township,Garfield township,Garfield township,Garfield township,200,170,177,132,103,112,0,0,0,0,0,0,200,170,177,132,103,112
,Kansas,20,200,Rush County,165,1650,Hampton Township,45,Hampton Township,,,,,,420,,,,,,0,,,,,,420,,,,,
,Kansas,20,200,Rush County,165,1650,Hampton-Fairview township,29812,,HAMPTON-FAIRVIEW TOWNSHIP,Hampton-Fairview township,Hampton-Fairview township,Hampton-Fairview township,Hampton-Fairview township,,424,317,304,268,248,,0,0,0,0,0,,424,317,304,268,248
,Kansas,20,200,Rush County,165,1650,Illinois township,33750,Illinois Township,ILLINOIS TOWNSHIP,Illinois township,Illinois township,Illinois township,Illinois township,125,63,63,47,55,52,0,0,0,0,0,0,125,63,63,47,55,52
,Kansas,20,200,Rush County,165,1650,La Crosse Township,55,La Crosse Township,,,,,,1774,,,,,,0,,,,,,1774,,,,,
,Kansas,20,200,Rush County,165,1650,La Crosse-Brookdale township,37525,,LA CROSSE-BROOKDALE TOWNSHIP,La Crosse-Brookdale township,La Crosse-Brookdale township,La Crosse-Brookdale township,La Crosse-Brookdale township,,1759,1545,1475,1448,1341,,0,0,0,0,0,,1759,1545,1475,1448,1341
,Kansas,20,200,Rush County,165,1650,Lone Star township,42500,Lone Star Township,LONE STAR TOWNSHIP,Lone Star township,Lone Star township,Lone Star township,Lone Star township,414,370,347,319,321,237,0,0,0,0,0,0,414,370,347,319,321,237
,Kansas,20,200,Rush County,165,1650,Pioneer township,55950,Pioneer Township,PIONEER TOWNSHIP,Pioneer township,Pioneer township,Pioneer township,Pioneer township,550,535,485,426,367,362,0,0,0,0,0,0,550,535,485,426,367,362
,Kansas,20,200,Rush County,165,1650,Pleasantdale township,56325,Pleasantdale Township,PLEASANTDALE TOWNSHIP,Pleasantdale township,Pleasantdale township,Pleasantdale township,Pleasantdale township,96,63,49,33,31,25,0,0,0,0,0,0,96,63,49,33,31,25
,Kansas,20,200,Rush County,165,1650,Union township,72350,Union Township,UNION TOWNSHIP,Union township,Union township,Union township,Union township,154,110,81,65,43,52,0,0,0,0,0,0,154,110,81,65,43,52
,Kansas,20,200,Russell County,167,1670,Big Creek township,6700,Big Creek Township,BIG CREEK TOWNSHIP,Big Creek township,Big Creek township,Big Creek township,Big Creek township,572,508,528,515,479,549,0,0,0,0,0,0,572,508,528,515,479,549
,Kansas,20,200,Russell County,167,1670,Center township,12150,Center Township,CENTER TOWNSHIP,Center township,Center township,Center township,Center township,506,350,359,255,221,220,0,0,0,0,0,0,506,350,359,255,221,220
,Kansas,20,200,Russell County,167,1670,Fairfield township,22200,Fairfield Township,FAIRFIELD TOWNSHIP,Fairfield township,Fairfield township,Fairfield township,Fairfield township,75,55,63,42,31,26,0,0,0,0,0,0,75,55,63,42,31,26
,Kansas,20,200,Russell County,167,1670,Fairview township,22650,Fairview Township,FAIRVIEW TOWNSHIP,Fairview township,Fairview township,Fairview township,Fairview township,689,660,576,526,466,416,0,0,0,0,0,0,689,660,576,526,466,416
,Kansas,20,200,Russell County,167,1670,Grant township,28100,Grant Township,GRANT TOWNSHIP,Grant township,Grant township,Grant township,Grant township,234,211,180,159,186,177,0,0,0,0,0,0,234,211,180,159,186,177
,Kansas,20,200,Russell County,167,1670,Lincoln township,41125,Lincoln Township,LINCOLN TOWNSHIP,Lincoln township,Lincoln township,Lincoln township,Lincoln township,205,146,136,147,150,109,0,0,0,0,0,0,205,146,136,147,150,109
,Kansas,20,200,Russell County,167,1670,Luray township,43275,Luray Township,LURAY TOWNSHIP,Luray township,Luray township,Luray township,Luray township,428,373,339,270,258,224,0,0,0,0,0,0,428,373,339,270,258,224
,Kansas,20,200,Russell County,167,1670,Paradise township,54350,Paradise Township,PARADISE TOWNSHIP,Paradise township,Paradise township,Paradise township,Paradise township,353,271,219,169,166,138,0,0,0,0,0,0,353,271,219,169,166,138
,Kansas,20,200,Russell County,167,1670,Plymouth township,56925,Plymouth Township,PLYMOUTH TOWNSHIP,Plymouth township,Plymouth township,Plymouth township,Plymouth township,430,373,316,319,280,214,0,0,0,0,0,0,430,373,316,319,280,214
,Kansas,20,200,Russell County,167,1670,Russell city,61825,Russell City,RUSSELL CITY,Russell city,Russell city,Russell city,Russell city,5371,5427,4781,4696,4506,4401,5371,5427,4781,4331,4108,4066,0,0,0,365,398,335
,Kansas,20,200,Russell County,167,1670,Russell township,61850,Russell Township,RUSSELL TOWNSHIP,Russell township,Russell township,Russell township,Russell township,204,217,117,89,82,81,0,0,0,0,0,0,204,217,117,89,82,81
,Kansas,20,200,Russell County,167,1670,Waldo township,74600,Waldo Township,WALDO TOWNSHIP,Waldo township,Waldo township,Waldo township,Waldo township,232,177,128,108,78,83,0,0,0,0,0,0,232,177,128,108,78,83
,Kansas,20,200,Russell County,167,1670,Winterset township,80125,Winterset Township,WINTERSET TOWNSHIP,Winterset township,Winterset township,Winterset township,Winterset township,129,100,93,75,67,53,0,0,0,0,0,0,129,100,93,75,67,53
,Kansas,20,200,Saline County,169,1690,Cambria township,10100,Cambria Township,CAMBRIA TOWNSHIP,Cambria township,Cambria township,Cambria township,Cambria township,380,463,390,450,433,420,0,0,0,0,0,0,380,463,390,450,433,420
,Kansas,20,200,Saline County,169,1690,Dayton township,17125,Dayton Township,DAYTON TOWNSHIP,Dayton township,Dayton township,Dayton township,Dayton township,124,138,154,134,115,129,0,0,0,0,0,0,124,138,154,134,115,129
,Kansas,20,200,Saline County,169,1690,Elm Creek township,20650,Elm Creek Township,ELM CREEK TOWNSHIP,Elm Creek township,Elm Creek township,Elm Creek township,Elm Creek township,472,675,654,828,898,816,0,0,0,0,0,0,472,675,654,828,898,816
,Kansas,20,200,Saline County,169,1690,Eureka township,21925,Eureka Township,EUREKA TOWNSHIP,Eureka township,Eureka township,Eureka township,Eureka township,645,607,587,664,632,659,0,0,0,0,0,0,645,607,587,664,632,659
